     i	           x	          dx
  4257	  1.21855948	  0.09169835
  4258	  1.35956447	  0.08738977
  4259	  1.35139774	  0.04896786
  4260	  1.31951669	  0.06959661
  4261	  1.23839618	  0.08852468
  4262	  1.28664496	  0.09522776
  4263	  1.26501484	  0.10627109
  4264	  1.37938094	  0.08174424
  4265	  1.24533877	  0.07452754
  4266	  1.31188786	  0.07009833
  4267	  1.29219836	  0.04259060
  4268	  1.26664467	  0.05460103
  4269	  1.26872051	  0.04888464
  4270	  1.28418063	  0.07910507
  4271	  1.38061218	  0.08188197
  4272	  1.27751882	  0.08311937
  4273	  1.39876128	  0.04975849
  4274	  1.42899593	  0.07455143
  4275	  1.33238699	  0.08841151
  4276	  1.31453912	  0.08125080
  4277	  1.27629121	  0.11676154
  4278	  1.25346493	  0.07464879
  4279	  1.34822219	  0.07061217
  4280	  1.39796517	  0.05869025
  4281	  1.42594563	  0.07070679
  4282	  1.37581216	  0.05746773
  4283	  1.26095217	  0.05752938
  4284	  1.33725417	  0.09710650
  4285	  1.37346356	  0.10168420
  4286	  1.22613654	  0.06696681
  4287	  1.17149206	  0.12002652
  4288	  1.30715867	  0.05591376
  4289	  1.32583943	  0.06167708
  4290	  1.36769181	  0.09680707
  4291	  1.33586123	  0.09773965
  4292	  1.31567216	  0.05476087
  4293	  1.31610943	  0.11143270
  4294	  1.19771231	  0.12316586
  4295	  1.33846869	  0.09197406
  4296	  1.30483460	  0.07055653
  4297	  1.33337353	  0.05060436
  4298	  1.37726909	  0.04525537
  4299	  1.24693651	  0.11291096
  4300	  1.31938367	  0.09505593
  4301	  1.21099108	  0.08641942
  4302	  1.28957947	  0.08269443
  4303	  1.36570587	  0.05948132
  4304	  1.27829585	  0.09014185
  4305	  1.32339193	  0.05294100
  4306	  1.30433771	  0.09204980
  4307	  1.36429815	  0.06134772
  4308	  1.23687015	  0.05663572
  4309	  1.27330449	  0.08800904
  4310	  1.30949203	  0.09713607
  4311	  1.32806199	  0.06463570
  4312	  1.34072513	  0.08652304
  4313	  1.35034517	  0.09488865
  4314	  1.21688779	  0.07704180
  4315	  1.29198913	  0.08988800
  4316	  1.36373398	  0.07261138
  4317	  1.32837274	  0.06538509
  4318	  1.34170827	  0.05868866
  4319	  1.30679977	  0.08091235
  4320	  1.31317107	  0.05987155
  4321	  1.29006658	  0.08538567
  4322	  1.35904832	  0.06664414
  4323	  1.30130477	  0.08580403
  4324	  1.27985497	  0.05862055
  4325	  1.41046708	  0.05114303
  4326	  1.31429899	  0.04781337
  4327	  1.34775650	  0.06998968
  4328	  1.33214583	  0.07028704
  4329	  1.33293782	  0.06176640
  4330	  1.32605463	  0.07714603
  4331	  1.31119972	  0.08112995
  4332	  1.22618784	  0.11347455
  4333	  1.28213224	  0.07746259
  4334	  1.35517237	  0.06012500
  4335	  1.31522782	  0.05087039
  4336	  1.36356012	  0.06412579
  4337	  1.31605973	  0.07966425
  4338	  1.32748621	  0.06355020
  4339	  1.31589539	  0.09555394
  4340	  1.38505269	  0.07172849
  4341	  1.30135207	  0.04058105
  4342	  1.25301097	  0.07480577
  4343	  1.33448953	  0.07076403
  4344	  1.35753092	  0.10318105
  4345	  1.31040367	  0.06440271
  4346	  1.32649707	  0.07804564
  4347	  1.34893679	  0.07965069
  4348	  1.34521007	  0.06622164
  4349	  1.11913261	  0.11873119
  4350	  1.32016080	  0.08573429
  4351	  1.33881481	  0.04340256
  4352	  1.34248848	  0.05305034
  4353	  1.30473417	  0.04697807
  4354	  1.28297215	  0.09888146
  4355	  1.25989680	  0.08380913
  4356	  1.24902206	  0.10983255
  4357	  1.31131889	  0.12665938
  4358	  1.28393575	  0.10929186
  4359	  1.35776169	  0.07137281
  4360	  1.32795599	  0.05655380
  4361	  1.32146548	  0.07667975
  4362	  1.27518633	  0.06782031
  4363	  1.27262644	  0.07991496
  4364	  1.37555041	  0.06740259
  4365	  1.32964632	  0.06686176
  4366	  1.38229336	  0.07662053
  4367	  1.24535955	  0.12613679
  4368	  1.25476798	  0.06430243
  4369	  1.30100168	  0.06983483
  4370	  1.33103835	  0.05497963
  4371	  1.32542685	  0.08804307
  4372	  1.36210070	  0.07723222
  4373	  1.21510012	  0.07154071
  4374	  1.30781099	  0.12704393
  4375	  1.41798237	  0.05593167
  4376	  1.30534625	  0.09955932
  4377	  1.30119374	  0.05197142
  4378	  1.32327820	  0.07023616
  4379	  1.31124094	  0.10449396
  4380	  1.30045437	  0.10260097
  4381	  1.30990602	  0.06264725
  4382	  1.21255436	  0.13172649
  4383	  1.27004722	  0.05895690
  4384	  1.27585978	  0.10252719
  4385	  1.31448747	  0.06227436
  4386	  1.30469539	  0.04885650
  4387	  1.30776093	  0.07659668
  4388	  1.42238416	  0.06102665
  4389	  1.30797484	  0.07282941
  4390	  1.34599965	  0.05648655
  4391	  1.30074334	  0.06076167
  4392	  1.35880106	  0.08836641
  4393	  1.33947029	  0.05995789
  4394	  1.38280250	  0.09981921
  4395	  1.26507334	  0.08196252
  4396	  1.23966115	  0.07273298
  4397	  1.32596892	  0.05412943
  4398	  1.32777656	  0.11558635
  4399	  1.39366265	  0.06245004
  4400	  1.34730442	  0.09067033
  4401	  1.35264489	  0.09001630
  4402	  1.33676616	  0.04783760
  4403	  1.30228502	  0.04796084
  4404	  1.25231397	  0.09557465
  4405	  1.40635635	  0.09226231
  4406	  1.22507785	  0.06568064
  4407	  1.39768973	  0.09029553
  4408	  1.29043854	  0.10480258
  4409	  1.36177561	  0.07671394
  4410	  1.36007044	  0.05301818
  4411	  1.34332187	  0.09058292
  4412	  1.24434389	  0.05171800
  4413	  1.28560678	  0.09163276
  4414	  1.27446765	  0.09676449
  4415	  1.34870840	  0.06021735
  4416	  1.34991910	  0.11154082
  4417	  1.37221502	  0.05744669
  4418	  1.32024775	  0.06910084
  4419	  1.37940228	  0.06468134
  4420	  1.36237753	  0.08232473
  4421	  1.34653128	  0.11322311
  4422	  1.30643560	  0.05763923
  4423	  1.32883699	  0.05803290
  4424	  1.27441170	  0.04854094
  4425	  1.26493287	  0.07571429
  4426	  1.29492243	  0.12657892
  4427	  1.23204265	  0.11424466
  4428	  1.29772205	  0.11050482
  4429	  1.30105815	  0.07086259
  4430	  1.31753510	  0.06156728
  4431	  1.37782362	  0.04694520
  4432	  1.31154464	  0.05825809
  4433	  1.33445021	  0.08079221
  4434	  1.23146556	  0.05750571
  4435	  1.28149861	  0.07927546
  4436	  1.35661082	  0.05396248
  4437	  1.30902228	  0.05671743
  4438	  1.21059286	  0.07079903
  4439	  1.22957792	  0.05455156
  4440	  1.24748627	  0.06698074
  4441	  1.27290668	  0.09526066
  4442	  1.35891914	  0.13227045
  4443	  1.28212472	  0.09053356
  4444	  1.31831409	  0.06652572
  4445	  1.33480216	  0.07234943
  4446	  1.26886618	  0.05919403
  4447	  1.35912623	  0.06018699
  4448	  1.30552152	  0.07676585
  4449	  1.23141657	  0.06839895
  4450	  1.26298607	  0.06399874
  4451	  1.33258577	  0.05924990
  4452	  1.25522515	  0.06541890
  4453	  1.25376284	  0.06770906
  4454	  1.16653444	  0.07753052
  4455	  1.30874152	  0.08622745
  4456	  1.37482104	  0.08108601
  4457	  1.33041607	  0.10914111
  4458	  1.24116556	  0.08710841
  4459	  1.25913382	  0.07486374
  4460	  1.25197711	  0.06470405
  4461	  1.22403168	  0.08587052
  4462	  1.27537298	  0.11250619
  4463	  1.30239963	  0.09569234
  4464	  1.26424417	  0.10560863
  4465	  1.27709347	  0.07343098
  4466	  1.18601816	  0.06010734
  4467	  1.24478655	  0.12940287
  4468	  1.23144384	  0.05734804
  4469	  1.31146099	  0.07599318
  4470	  1.26486808	  0.05619688
  4471	  1.22682425	  0.08907448
  4472	  1.21436428	  0.05918049
  4473	  1.28766638	  0.07484432
  4474	  1.31881365	  0.05037403
  4475	  1.27654548	  0.08995564
  4476	  1.40237263	  0.07359730
  4477	  1.42217283	  0.06612366
  4478	  1.42462287	  0.05975149
  4479	  1.36841350	  0.06693984
  4480	  1.25542357	  0.08197623
  4481	  1.21601483	  0.06792107
  4482	  1.31032786	  0.08850294
  4483	  1.31098216	  0.06551392
  4484	  1.31498641	  0.04896549
  4485	  1.36150078	  0.06518045
  4486	  1.30432355	  0.08351883
  4487	  1.20998106	  0.08351479
  4488	  1.17763474	  0.15038861
  4489	  1.32464945	  0.09752792
  4490	  1.29048986	  0.09389663
  4491	  1.34078565	  0.06450045
  4492	  1.19753932	  0.07123169
  4493	  1.21538335	  0.08835149
  4494	  1.27720867	  0.05403550
  4495	  1.35059949	  0.07518853
  4496	  1.34553040	  0.06385900
  4497	  1.35843105	  0.08445384
  4498	  1.31946820	  0.05595148
  4499	  1.36165787	  0.07614301
  4500	  1.23623702	  0.06782440
  4501	  1.22167738	  0.05344933
  4502	  1.33781301	  0.04703815
  4503	  1.26516214	  0.09010492
  4504	  1.37609618	  0.04404666
  4505	  1.25632171	  0.10137915
  4506	  1.35841769	  0.09989491
  4507	  1.22810198	  0.06767956
  4508	  1.32372857	  0.05997937
  4509	  1.38332453	  0.09891253
  4510	  1.27382782	  0.06222661
  4511	  1.30705657	  0.06322057
  4512	  1.22272260	  0.10234932
  4513	  1.25819954	  0.07484083
  4514	  1.28149352	  0.06537820
  4515	  1.24950172	  0.06523925
  4516	  1.34400110	  0.06700658
  4517	  1.36074394	  0.09610648
  4518	  1.31374108	  0.07859033
  4519	  1.28062906	  0.07453806
  4520	  1.28048822	  0.11377831
  4521	  1.40169521	  0.08050252
  4522	  1.26102494	  0.05437144
  4523	  1.38702299	  0.07102596
  4524	  1.35262385	  0.06452576
  4525	  1.34335151	  0.06961221
  4526	  1.33116366	  0.08051512
  4527	  1.27521604	  0.05600416
  4528	  1.28716197	  0.05919104
  4529	  1.33410787	  0.08143274
  4530	  1.25778945	  0.08382343
  4531	  1.33854009	  0.05415794
  4532	  1.24874931	  0.05665836
  4533	  1.28061710	  0.10541462
  4534	  1.21837069	  0.09714952
  4535	  1.34231189	  0.06483860
  4536	  1.36157168	  0.06839104
  4537	  1.28655265	  0.05446115
  4538	  1.28091255	  0.06373952
  4539	  1.27322892	  0.05730488
  4540	  1.32839791	  0.07663621
  4541	  1.36236186	  0.04419704
  4542	  1.32724304	  0.08483516
  4543	  1.30860132	  0.04955717
  4544	  1.32263243	  0.06390075
  4545	  1.40940963	  0.06398896
  4546	  1.32008436	  0.05595132
  4547	  1.24865026	  0.11967347
  4548	  1.31000916	  0.06402253
  4549	  1.29757545	  0.13304409
  4550	  1.36368090	  0.07836283
  4551	  1.23037499	  0.10158797
  4552	  1.25932549	  0.06739427
  4553	  1.23253873	  0.11054487
  4554	  1.20427998	  0.07567456
  4555	  1.30774793	  0.05648274
  4556	  1.28383265	  0.08618722
  4557	  1.27178544	  0.04569748
  4558	  1.25976633	  0.07740705
  4559	  1.32927274	  0.07318434
  4560	  1.27075853	  0.08329846
  4561	  1.32354782	  0.08862254
  4562	  1.30810134	  0.06262726
  4563	  1.31127997	  0.07084623
  4564	  1.38713577	  0.07278916
  4565	  1.24116074	  0.10114823
  4566	  1.19052271	  0.08438745
  4567	  1.19553884	  0.07417535
  4568	  1.40730113	  0.09098226
  4569	  1.32175867	  0.07411966
  4570	  1.35397941	  0.07005474
  4571	  1.30651297	  0.08565448
  4572	  1.15310581	  0.11082985
  4573	  1.31494844	  0.05625783
  4574	  1.28137098	  0.06097782
  4575	  1.32909211	  0.05057456
  4576	  1.29300221	  0.07124607
  4577	  1.31367611	  0.06765168
  4578	  1.29765360	  0.05396605
  4579	  1.35401021	  0.05210178
  4580	  1.39807918	  0.11105202
  4581	  1.28754716	  0.07239711
  4582	  1.23411941	  0.08006420
  4583	  1.33052276	  0.11325266
  4584	  1.23153769	  0.10377322
  4585	  1.26230632	  0.11258406
  4586	  1.32399644	  0.10858164
  4587	  1.26775744	  0.06291021
  4588	  1.29267583	  0.09182283
  4589	  1.27011269	  0.07044450
  4590	  1.45675400	  0.16711434
  4591	  1.31690653	  0.08911668
  4592	  1.35409684	  0.15400559
  4593	  1.35322105	  0.07345716
  4594	  1.35756620	  0.08895391
  4595	  1.39239671	  0.05700546
  4596	  1.22948554	  0.15248488
  4597	  1.21402025	  0.11784415
  4598	  1.36466067	  0.05510224
  4599	  1.33260662	  0.05541130
  4600	  1.35529693	  0.06193074
  4601	  1.31675522	  0.05691876
  4602	  1.40537394	  0.07983062
  4603	  1.31833302	  0.04879733
  4604	  1.27689549	  0.06376574
  4605	  1.35615021	  0.06358334
  4606	  1.28839857	  0.10874087
  4607	  1.33490188	  0.05222497
  4608	  1.26421583	  0.12714193
  4609	  1.32116478	  0.06108780
  4610	  1.24687508	  0.05123266
  4611	  1.21049716	  0.05834271
  4612	  1.35422466	  0.05415106
  4613	  1.41565955	  0.06666847
  4614	  1.37669593	  0.04312693
  4615	  1.32146308	  0.09128466
  4616	  1.31570748	  0.03989599
  4617	  1.34234592	  0.06766081
  4618	  1.26052189	  0.07333353
  4619	  1.30031507	  0.05669642
  4620	  1.28403400	  0.08234786
  4621	  1.28320973	  0.05593586
  4622	  1.37358394	  0.09457414
  4623	  1.37987817	  0.05830980
  4624	  1.37740922	  0.08294723
  4625	  1.30461802	  0.06268478
  4626	  1.28486113	  0.04977986
  4627	  1.34684859	  0.06014131
  4628	  1.31333132	  0.08596579
  4629	  1.29732676	  0.09284081
  4630	  1.33257392	  0.05811310
  4631	  1.29460126	  0.10281849
  4632	  1.30434728	  0.09163377
  4633	  1.31767270	  0.11673274
  4634	  1.29803108	  0.08317521
  4635	  1.32016399	  0.07248648
  4636	  1.35997259	  0.05273147
  4637	  1.27723796	  0.06608474
  4638	  1.25155120	  0.04412892
  4639	  1.34694572	  0.06025056
  4640	  1.30263289	  0.05459063
  4641	  1.35518623	  0.04878669
  4642	  1.25728611	  0.07933168
  4643	  1.27955015	  0.08856391
  4644	  1.26549939	  0.05701203
  4645	  1.28436702	  0.05988973
  4646	  1.32757918	  0.11315387
  4647	  1.38836824	  0.07121820
  4648	  1.29984570	  0.05219711
  4649	  1.35313014	  0.12282211
  4650	  1.25830639	  0.05212364
  4651	  1.20141954	  0.07633089
  4652	  1.34057633	  0.08296768
  4653	  1.29778830	  0.07625594
  4654	  1.37463938	  0.08484181
  4655	  1.28935117	  0.08899248
  4656	  1.28163857	  0.06555293
  4657	  1.48158332	  0.09974174
  4658	  1.27552341	  0.06988305
  4659	  1.26727207	  0.09537773
  4660	  1.12027136	  0.05477578
  4661	  1.26646471	  0.07306215
  4662	  1.29706706	  0.04561957
  4663	  1.40338315	  0.07767092
  4664	  1.27598864	  0.07325794
  4665	  1.35142955	  0.06634073
  4666	  1.36243969	  0.05652746
  4667	  1.16583945	  0.09662891
  4668	  1.28053780	  0.08828863
  4669	  1.40262680	  0.05689445
  4670	  1.30744430	  0.08075976
  4671	  1.25870066	  0.07676449
  4672	  1.33210568	  0.10244172
  4673	  1.28010840	  0.07868972
  4674	  1.31843520	  0.07048665
  4675	  1.36515885	  0.05699189
  4676	  1.43717323	  0.06180021
  4677	  1.30099582	  0.04926580
  4678	  1.28169275	  0.06632441
  4679	  1.31604112	  0.05937953
  4680	  1.31514316	  0.05789118
  4681	  1.31277367	  0.06098387
  4682	  1.31581538	  0.08524407
  4683	  1.30238386	  0.05022673
  4684	  1.28681440	  0.04956898
  4685	  1.26572752	  0.06133640
  4686	  1.30903842	  0.07415465
  4687	  1.27562125	  0.07029915
  4688	  1.30702654	  0.05775186
  4689	  1.34016133	  0.05706697
  4690	  1.39563816	  0.06801094
  4691	  1.25493521	  0.08478295
  4692	  1.31639986	  0.07095942
  4693	  1.27800261	  0.06583082
  4694	  1.33286956	  0.06299603
  4695	  1.17331246	  0.10026220
  4696	  1.32544849	  0.09969865
  4697	  1.26778080	  0.07234732
  4698	  1.22645357	  0.07075752
  4699	  1.37825227	  0.06262097
  4700	  1.30206486	  0.07539895
  4701	  1.26920288	  0.07009428
  4702	  1.30507762	  0.05807257
  4703	  1.35040422	  0.08716635
  4704	  1.36741478	  0.09344143
  4705	  1.33590758	  0.05059661
  4706	  1.27505290	  0.10792906
  4707	  1.17817305	  0.08389368
  4708	  1.30014834	  0.04754593
  4709	  1.28682698	  0.07993749
  4710	  1.29277130	  0.05764089
  4711	  1.31914875	  0.05133001
  4712	  1.38910283	  0.07215526
  4713	  1.19298728	  0.05650905
  4714	  1.23659438	  0.08406979
  4715	  1.21726189	  0.07096737
  4716	  1.29721012	  0.05230799
  4717	  1.30086924	  0.06785212
  4718	  1.34053094	  0.10083517
  4719	  1.27197488	  0.09828349
  4720	  1.30604320	  0.05192892
  4721	  1.30283336	  0.08185662
  4722	  1.25968427	  0.07715590
  4723	  1.29864293	  0.09609182
  4724	  1.26313449	  0.08276199
  4725	  1.25235906	  0.08860815
  4726	  1.36192981	  0.07144339
  4727	  1.31479686	  0.08105067
  4728	  1.25783888	  0.07795071
  4729	  1.27235031	  0.08881383
  4730	  1.33353154	  0.08581371
  4731	  1.27603650	  0.05437716
  4732	  1.31569458	  0.07555223
  4733	  1.31020041	  0.04323575
  4734	  1.41831556	  0.08673380
  4735	  1.39295442	  0.04677902
  4736	  1.31219097	  0.05683418
  4737	  1.26716400	  0.11686240
  4738	  1.28926203	  0.06995126
  4739	  1.28226238	  0.09299361
  4740	  1.26414673	  0.09527165
  4741	  1.33017363	  0.07163561
  4742	  1.25966649	  0.06498370
  4743	  1.27947361	  0.06523665
  4744	  1.30870080	  0.05389360
  4745	  1.23040941	  0.09150842
  4746	  1.29047604	  0.09414887
  4747	  1.31779700	  0.07622323
  4748	  1.28299197	  0.06735720
  4749	  1.32841633	  0.08996457
  4750	  1.37227307	  0.11627934
  4751	  1.31462414	  0.06576027
  4752	  1.35769824	  0.05759892
  4753	  1.20042083	  0.08176938
  4754	  1.31480603	  0.08046228
  4755	  1.26671057	  0.06827523
  4756	  1.27058224	  0.07165343
  4757	  1.24646650	  0.07757779
  4758	  1.37505991	  0.08438443
  4759	  1.31973487	  0.04427052
  4760	  1.29435767	  0.05329197
  4761	  1.27398291	  0.09237476
  4762	  1.35283472	  0.06617392
  4763	  1.38386369	  0.09444336
  4764	  1.17580934	  0.08122051
  4765	  1.24910904	  0.06639655
  4766	  1.35423989	  0.04396851
  4767	  1.28885217	  0.08501598
  4768	  1.20729196	  0.07988634
  4769	  1.27845696	  0.07466750
  4770	  1.35896526	  0.06910903
  4771	  1.22082775	  0.08194087
  4772	  1.27154726	  0.11624969
  4773	  1.37385987	  0.08065233
  4774	  1.32708606	  0.06652083
  4775	  1.29494140	  0.06051145
  4776	  1.36029520	  0.05946762
  4777	  1.31967869	  0.04899834
  4778	  1.25459976	  0.07836637
  4779	  1.36206445	  0.08871178
  4780	  1.36625826	  0.09841547
  4781	  1.39032406	  0.11960336
  4782	  1.32207758	  0.07848454
  4783	  1.35145590	  0.06931910
  4784	  1.32216733	  0.07089197
  4785	  1.36960367	  0.05442254
  4786	  1.22755133	  0.13756950
  4787	  1.25585226	  0.13192794
  4788	  1.34591927	  0.04667409
  4789	  1.27679238	  0.08390924
  4790	  1.28964895	  0.10968840
  4791	  1.25842374	  0.05419792
  4792	  1.28443378	  0.06921868
  4793	  1.30534432	  0.06633810
  4794	  1.34206234	  0.07008502
  4795	  1.25986062	  0.10379114
  4796	  1.35515913	  0.07089694
  4797	  1.28984889	  0.07486208
  4798	  1.32370742	  0.09452513
  4799	  1.25530341	  0.05989498
  4800	  1.23464651	  0.08018052
  4801	  1.28768834	  0.06933665
  4802	  1.25016310	  0.12083038
  4803	  1.28797592	  0.06968834
  4804	  1.26276550	  0.09603203
  4805	  1.31060918	  0.09680810
  4806	  1.27732138	  0.04704550
  4807	  1.24346390	  0.12368046
  4808	  1.34437846	  0.09799347
  4809	  1.23670057	  0.06553585
  4810	  1.32576805	  0.05227531
  4811	  1.34606815	  0.06012883
  4812	  1.31976240	  0.07280294
  4813	  1.26565831	  0.07095560
  4814	  1.30274520	  0.10385473
  4815	  1.29471888	  0.07324019
  4816	  1.26265334	  0.07909133
  4817	  1.22081709	  0.06959802
  4818	  1.29287042	  0.06902917
  4819	  1.31934667	  0.05577256
  4820	  1.28176589	  0.07164182
  4821	  1.30003364	  0.08617663
  4822	  1.26842230	  0.07497100
  4823	  1.34788191	  0.05203696
  4824	  1.27806688	  0.07689646
  4825	  1.30722265	  0.07521571
  4826	  1.34079078	  0.05240812
  4827	  1.32513974	  0.03836040
  4828	  1.27130818	  0.05185254
  4829	  1.34330237	  0.12205146
  4830	  1.36745717	  0.06735093
  4831	  1.25216430	  0.06922622
  4832	  1.16933832	  0.07322221
  4833	  1.23146908	  0.06525131
  4834	  1.32782225	  0.08459073
  4835	  1.40130468	  0.06187209
  4836	  1.34994601	  0.08930366
  4837	  1.25033193	  0.09287376
  4838	  1.28218425	  0.10877077
  4839	  1.27367199	  0.09401176
  4840	  1.24605156	  0.04839344
  4841	  1.34461214	  0.11173078
  4842	  1.28421343	  0.05602683
  4843	  1.38873302	  0.07035466
  4844	  1.30666561	  0.05549637
  4845	  1.32907993	  0.05571314
  4846	  1.23331022	  0.10462869
  4847	  1.23803760	  0.05853836
  4848	  1.22338067	  0.09647005
  4849	  1.32158985	  0.06912643
  4850	  1.32272157	  0.10935528
  4851	  1.31148453	  0.06110650
  4852	  1.34143499	  0.06447092
  4853	  1.33474956	  0.06383670
  4854	  1.30353060	  0.05526567
  4855	  1.26354193	  0.06439758
  4856	  1.26140405	  0.05952343
  4857	  1.28603231	  0.06763600
  4858	  1.33158148	  0.08655288
  4859	  1.36503771	  0.10057742
  4860	  1.30653046	  0.04692686
  4861	  1.30416499	  0.09740306
  4862	  1.31546268	  0.05151807
  4863	  1.36471836	  0.07511478
  4864	  1.22412335	  0.04562992
  4865	  1.35173568	  0.06992450
  4866	  1.38624218	  0.06586783
  4867	  1.31171246	  0.05986290
  4868	  1.41290815	  0.07942794
  4869	  1.24100538	  0.08761112
  4870	  1.28561309	  0.07145434
  4871	  1.15012164	  0.17273473
  4872	  1.36719733	  0.07344924
  4873	  1.33220646	  0.12523390
  4874	  1.34188754	  0.07794429
  4875	  1.26039821	  0.06562739
  4876	  1.28725908	  0.09627066
  4877	  1.39647155	  0.06388610
  4878	  1.32698391	  0.07153673
  4879	  1.39204384	  0.07189184
  4880	  1.18374263	  0.07424760
  4881	  1.21640310	  0.08885339
  4882	  1.28252872	  0.06868032
  4883	  1.31061924	  0.08007251
  4884	  1.32523591	  0.12185930
  4885	  1.31256193	  0.06120280
  4886	  1.37841288	  0.07785063
  4887	  1.25346342	  0.08735210
  4888	  1.25842019	  0.06300964
  4889	  1.27457709	  0.06713466
  4890	  1.26709472	  0.06628878
  4891	  1.33139590	  0.06547630
  4892	  1.32063248	  0.06493689
  4893	  1.23431524	  0.04839923
  4894	  1.27378543	  0.05685651
  4895	  1.31885685	  0.05353910
  4896	  1.29203653	  0.06113128
  4897	  1.28393732	  0.09881021
  4898	  1.30653919	  0.07235240
  4899	  1.26425750	  0.06091577
  4900	  1.28639127	  0.04434698
  4901	  1.28225831	  0.08416654
  4902	  1.29921102	  0.06511426
  4903	  1.24768418	  0.11815587
  4904	  1.34705675	  0.06117855
  4905	  1.30705049	  0.09051455
  4906	  1.27078322	  0.10062573
  4907	  1.34719690	  0.07661721
  4908	  1.32940578	  0.06759573
  4909	  1.26798355	  0.12115838
  4910	  1.24749616	  0.09446246
  4911	  1.28476193	  0.05095599
  4912	  1.30610314	  0.08570876
  4913	  1.24849576	  0.08478791
  4914	  1.37584185	  0.10687721
  4915	  1.26092254	  0.11744433
  4916	  1.29880921	  0.06996377
  4917	  1.32368242	  0.07290673
  4918	  1.21623290	  0.06427053
  4919	  1.24551188	  0.04915725
  4920	  1.31377428	  0.05274406
  4921	  1.31752834	  0.09608843
  4922	  1.29761457	  0.06613165
  4923	  1.29420502	  0.07934022
  4924	  1.27035816	  0.07066551
  4925	  1.33224736	  0.08452650
  4926	  1.34159720	  0.07782686
  4927	  1.32973343	  0.06534416
  4928	  1.24170529	  0.08962844
  4929	  1.33740083	  0.10836157
  4930	  1.32402254	  0.04605195
  4931	  1.25900759	  0.05962757
  4932	  1.27480441	  0.07328820
  4933	  1.12268259	  0.07449062
  4934	  1.26821907	  0.06284899
  4935	  1.40005417	  0.06595002
  4936	  1.29834499	  0.09597602
  4937	  1.25129328	  0.08129563
  4938	  1.30053524	  0.10515597
  4939	  1.26763105	  0.08897085
  4940	  1.28665136	  0.06832116
  4941	  1.14933117	  0.08958094
  4942	  1.32725891	  0.10043570
  4943	  1.29440680	  0.05637682
  4944	  1.35083529	  0.07943229
  4945	  1.32121190	  0.06442611
  4946	  1.39516222	  0.08729184
  4947	  1.35685837	  0.07085340
  4948	  1.30724079	  0.05610864
  4949	  1.30565475	  0.05966869
  4950	  1.36068179	  0.08849520
  4951	  1.29043515	  0.06052322
  4952	  1.35055762	  0.05806926
  4953	  1.29922959	  0.06279862
  4954	  1.33052966	  0.08360900
  4955	  1.27636215	  0.04900959
  4956	  1.33882583	  0.05814118
  4957	  1.30565650	  0.09602803
  4958	  1.27711354	  0.06590620
  4959	  1.37580642	  0.08588328
  4960	  1.35758430	  0.07735530
  4961	  1.30240636	  0.08348457
  4962	  1.23685094	  0.10120158
  4963	  1.31943327	  0.07742391
  4964	  1.38231638	  0.06155124
  4965	  1.32174852	  0.05037166
  4966	  1.26026637	  0.09036941
  4967	  1.19560196	  0.13511692
  4968	  1.27700955	  0.04788847
  4969	  1.30179115	  0.05254071
  4970	  1.32567217	  0.04174250
  4971	  1.26891890	  0.09970856
  4972	  1.27628024	  0.06528487
  4973	  1.28097280	  0.06640712
  4974	  1.31292059	  0.04638459
  4975	  1.35117512	  0.08400871
  4976	  1.26846510	  0.06966854
  4977	  1.29919543	  0.06190357
  4978	  1.32431674	  0.05267006
  4979	  1.27556419	  0.08635260
  4980	  1.31034034	  0.08950551
  4981	  1.23641280	  0.04137649
  4982	  1.23469240	  0.04362069
  4983	  1.27152260	  0.06963685
  4984	  1.23118760	  0.08610360
  4985	  1.39996727	  0.07786993
  4986	  1.37323882	  0.08586988
  4987	  1.34960722	  0.09307239
  4988	  1.26909205	  0.08667484
  4989	  1.45685717	  0.11966778
  4990	  1.25596023	  0.08296686
  4991	  1.28098764	  0.08847637
  4992	  1.31569351	  0.05573849
  4993	  1.20097740	  0.05916309
  4994	  1.22315002	  0.06366337
  4995	  1.32982506	  0.11313998
  4996	  1.34080749	  0.05852977
  4997	  1.35981641	  0.06056982
  4998	  1.20309695	  0.07536087
  4999	  1.31792730	  0.06727925
  5000	  1.40133294	  0.07698833
  5001	  1.28124441	  0.06294726
  5002	  1.33014853	  0.09174933
  5003	  1.26662864	  0.10623211
  5004	  1.25877617	  0.07128559
  5005	  1.29973708	  0.09602402
  5006	  1.21954819	  0.07192057
  5007	  1.29786366	  0.06316028
  5008	  1.30124045	  0.07730629
  5009	  1.21697184	  0.08544057
  5010	  1.30041274	  0.09247457
  5011	  1.21419764	  0.08951649
  5012	  1.12438670	  0.09560624
  5013	  1.30517411	  0.06570826
  5014	  1.29365189	  0.08542526
  5015	  1.37593613	  0.06726880
  5016	  1.30860106	  0.04752540
  5017	  1.35175422	  0.05280538
  5018	  1.22861257	  0.09037123
  5019	  1.23940272	  0.06163907
  5020	  1.28910949	  0.07783637
  5021	  1.37379946	  0.04730248
  5022	  1.29214250	  0.09374919
  5023	  1.31553679	  0.05804511
  5024	  1.29909799	  0.08085136
  5025	  1.30021424	  0.05298428
  5026	  1.29579537	  0.08695438
  5027	  1.26896041	  0.09356354
  5028	  1.33372808	  0.07902507
  5029	  1.29113037	  0.07812912
  5030	  1.29068206	  0.09297709
  5031	  1.28615190	  0.08598992
  5032	  1.23652565	  0.06393968
  5033	  1.36124251	  0.10208213
